# iSurf Session Log
# session: synth001
# date: 20260602_165920
# mode: Standard
# devMode: false
# sampleRate: 50 Hz
# --- 6 Parameters ---
# minSpeed(m/s): 4.17
# takeoffG(g): 1.50
# landingG(g): 2.00
# minAirtime(s): 0.50
# maxAirtime(s): 8.00
# cooldown(s): 1.50
# --- Columns ---
# ax/ay/az = userAcceleration (g, gravity removed)
# gx/gy/gz = gyroscope (rad/s)
# gvX/gvY/gvZ = gravity vector (g)
# baro = barometric pressure (hPa)
# baseBaro = rolling baseline pressure (hPa)
# spd = GPS speed (m/s)
# lowG = consecutive low-g sample count
# -----------------------
idx,t,ax,ay,az,aM,gx,gy,gz,gM,gvX,gvY,gvZ,baro,baseBaro,spd,lowG,state,evt
4237,84.720,0.061,-0.154,-0.064,0.178,-0.035,-0.008,-0.014,0.038,-0.010,-0.002,-0.985,1013.28,1013.25,7.82,0,RIDING,
4238,84.740,0.006,0.058,0.113,0.127,-0.006,-0.046,-0.072,0.086,-0.006,-0.008,-0.976,1013.26,1013.25,8.48,0,RIDING,
4239,84.760,0.113,-0.096,-0.058,0.159,-0.067,0.070,0.010,0.098,0.004,-0.010,-0.985,1013.24,1013.25,8.55,0,RIDING,
4240,84.780,0.074,0.057,-0.114,0.147,-0.054,-0.046,-0.075,0.103,0.002,0.017,-1.005,1013.33,1013.25,8.84,0,RIDING,
4241,84.800,0.088,0.064,-0.034,0.114,0.004,-0.063,-0.048,0.079,-0.007,-0.015,-1.000,1013.20,1013.25,8.90,0,RIDING,
4242,84.820,0.073,0.189,-0.042,0.207,-0.011,-0.064,0.003,0.065,0.003,-0.019,-0.999,1013.29,1013.25,8.74,0,RIDING,
4243,84.840,0.156,-0.144,0.033,0.215,-0.073,0.061,0.059,0.112,0.014,0.025,-0.992,1013.18,1013.25,8.58,0,RIDING,
4244,84.860,0.052,-0.071,-0.099,0.132,-0.022,-0.004,0.129,0.131,0.003,-0.012,-0.997,1013.29,1013.25,8.12,0,RIDING,
4245,84.880,-0.065,0.093,0.027,0.117,-0.006,-0.074,-0.077,0.107,-0.004,-0.011,-1.001,1013.18,1013.25,8.37,0,RIDING,
4246,84.900,-0.042,-0.022,-0.009,0.049,-0.040,-0.070,0.016,0.082,0.000,0.013,-0.986,1013.24,1013.25,8.30,0,RIDING,
4247,84.920,-0.085,0.016,0.064,0.108,-0.034,-0.008,0.072,0.080,-0.029,0.022,-1.007,1013.26,1013.25,8.14,0,RIDING,
4248,84.940,-0.089,-0.098,-0.052,0.142,0.019,0.042,0.010,0.048,0.010,0.011,-0.996,1013.26,1013.25,9.00,0,RIDING,
4249,84.960,0.117,-0.047,0.015,0.127,0.013,0.006,0.037,0.040,-0.011,-0.005,-0.999,1013.18,1013.25,8.44,0,RIDING,
4250,84.980,0.121,0.004,0.120,0.171,-0.085,-0.046,-0.084,0.128,-0.002,0.011,-0.993,1013.24,1013.25,8.41,0,RIDING,
4251,85.000,0.067,0.058,-0.159,0.182,-0.025,-0.118,-0.047,0.129,-0.011,0.010,-0.990,1013.27,1013.25,8.12,0,RIDING,
4252,85.020,0.018,-0.022,-0.068,0.074,0.001,0.020,0.002,0.020,-0.014,-0.009,-1.007,1013.36,1013.25,8.79,0,RIDING,
4253,85.040,-0.028,0.074,-0.049,0.093,-0.089,0.008,0.093,0.129,0.012,0.000,-1.007,1013.31,1013.25,8.38,0,RIDING,
4254,85.060,-0.012,-0.035,-0.069,0.078,-0.033,-0.051,0.008,0.061,0.002,0.008,-0.995,1013.34,1013.25,8.07,0,RIDING,
4255,85.080,0.002,-0.069,0.021,0.073,-0.025,0.004,0.082,0.086,0.004,-0.003,-1.006,1013.25,1013.25,8.28,0,RIDING,
4256,85.100,0.041,-0.035,-0.032,0.063,0.059,0.032,-0.066,0.094,-0.003,0.006,-1.027,1013.21,1013.25,8.38,0,RIDING,
4257,85.120,-0.109,0.007,0.152,0.187,-0.047,0.035,0.020,0.062,0.011,0.018,-1.004,1013.27,1013.25,8.29,0,RIDING,
4258,85.140,-0.071,-0.049,0.020,0.089,0.078,-0.057,-0.046,0.107,-0.001,-0.002,-1.017,1013.19,1013.25,8.13,0,RIDING,
4259,85.160,-0.045,0.071,-0.025,0.087,-0.015,-0.050,0.021,0.056,0.003,-0.006,-1.013,1013.35,1013.25,8.86,0,RIDING,
4260,85.180,0.076,-0.031,0.089,0.121,0.079,-0.061,-0.011,0.101,-0.009,0.010,-1.014,1013.26,1013.25,8.00,0,RIDING,
4261,85.200,0.076,0.045,0.010,0.089,-0.001,-0.000,0.067,0.067,-0.001,0.010,-1.000,1013.23,1013.25,8.72,0,RIDING,
4262,85.220,-0.066,-0.027,0.187,0.200,0.054,0.034,0.026,0.069,-0.008,-0.013,-0.985,1013.23,1013.25,8.53,0,RIDING,
4263,85.240,0.040,0.009,-0.035,0.054,-0.058,-0.024,-0.004,0.063,-0.002,-0.002,-1.000,1013.28,1013.25,8.09,0,RIDING,
4264,85.260,0.021,-0.033,0.101,0.109,0.002,0.024,-0.073,0.077,-0.006,0.011,-1.000,1013.22,1013.25,8.40,0,RIDING,
4265,85.280,0.067,0.123,-0.084,0.163,0.099,-0.113,-0.027,0.153,0.005,-0.007,-0.999,1013.21,1013.25,8.34,0,RIDING,
4266,85.300,-0.002,-0.040,-0.043,0.059,-0.014,0.026,0.006,0.030,0.001,-0.001,-0.987,1013.16,1013.25,8.48,0,RIDING,
4267,85.320,-0.037,-0.050,-0.054,0.083,-0.101,-0.009,0.047,0.112,-0.013,0.008,-1.017,1013.24,1013.25,8.31,0,RIDING,
4268,85.340,-0.033,0.034,-0.110,0.119,0.036,0.043,0.002,0.056,0.001,-0.011,-0.990,1013.26,1013.25,8.53,0,RIDING,
4269,85.360,-0.001,0.002,-0.020,0.020,0.044,-0.026,-0.083,0.097,0.004,0.003,-1.004,1013.30,1013.25,8.72,0,RIDING,
4270,85.380,0.007,-0.036,0.008,0.038,-0.007,-0.063,-0.017,0.066,0.010,-0.005,-0.995,1013.27,1013.25,7.85,0,RIDING,
4271,85.400,-0.013,-0.041,0.020,0.048,-0.033,-0.003,-0.005,0.033,0.008,-0.004,-1.010,1013.32,1013.25,8.78,0,RIDING,
4272,85.420,-0.044,0.058,-0.016,0.075,-0.004,-0.020,0.003,0.021,0.005,0.025,-0.994,1013.28,1013.25,7.85,0,RIDING,
4273,85.440,-0.083,0.065,-0.153,0.186,0.004,-0.014,0.039,0.042,-0.018,0.002,-1.007,1013.25,1013.25,8.09,0,RIDING,
4274,85.460,0.025,0.153,-0.084,0.176,0.036,-0.069,-0.011,0.078,0.013,0.013,-1.008,1013.33,1013.25,8.35,0,RIDING,
4275,85.480,0.042,0.073,-0.032,0.090,0.053,-0.003,0.021,0.057,0.000,-0.004,-0.990,1013.26,1013.25,8.42,0,RIDING,
4276,85.500,-0.029,-0.104,0.201,0.228,-0.015,0.000,-0.035,0.038,0.019,-0.008,-1.012,1013.24,1013.25,7.96,0,RIDING,
4277,85.520,0.016,0.056,-0.008,0.059,-0.002,-0.033,0.056,0.065,0.006,0.014,-0.998,1013.23,1013.25,8.58,0,RIDING,
4278,85.540,-0.032,-0.018,-0.000,0.036,0.006,-0.051,-0.025,0.057,-0.008,-0.007,-1.011,1013.24,1013.25,8.67,0,RIDING,
4279,85.560,0.078,0.045,0.031,0.095,0.017,-0.071,-0.005,0.073,-0.001,0.001,-1.020,1013.21,1013.25,8.55,0,RIDING,
4280,85.580,-0.025,0.061,-0.007,0.066,-0.074,0.095,0.003,0.120,0.008,0.000,-1.008,1013.23,1013.25,8.76,0,RIDING,
4281,85.600,0.037,-0.044,-0.075,0.094,-0.037,0.004,0.017,0.041,0.000,0.002,-1.018,1013.20,1013.25,8.50,0,RIDING,
4282,85.620,0.034,-0.164,-0.063,0.179,-0.017,-0.019,-0.071,0.076,-0.004,0.006,-1.005,1013.19,1013.25,8.61,0,RIDING,
4283,85.640,0.063,0.042,0.028,0.080,-0.024,0.009,0.078,0.082,-0.002,0.006,-0.994,1013.28,1013.25,9.00,0,RIDING,
4284,85.660,-0.051,-0.049,0.074,0.103,0.008,0.020,-0.040,0.045,0.000,-0.011,-0.992,1013.13,1013.25,8.20,0,RIDING,
4285,85.680,0.161,0.066,-0.048,0.181,0.036,0.035,-0.003,0.051,0.005,-0.001,-1.013,1013.30,1013.25,8.55,0,RIDING,
4286,85.700,-0.145,0.075,0.033,0.166,0.080,-0.050,0.054,0.109,-0.022,-0.011,-0.996,1013.33,1013.25,8.10,0,RIDING,
4287,85.720,-0.094,0.039,-0.153,0.184,0.010,0.106,0.003,0.106,0.002,0.003,-1.005,1013.26,1013.25,8.82,0,RIDING,
4288,85.740,-0.043,-0.066,0.017,0.081,-0.022,0.059,-0.009,0.064,0.004,-0.012,-0.988,1013.28,1013.25,9.23,0,RIDING,
4289,85.760,0.090,0.039,0.014,0.099,-0.046,0.005,0.032,0.056,-0.015,-0.013,-1.005,1013.26,1013.25,8.83,0,RIDING,
4290,85.780,0.039,-0.011,-0.081,0.091,-0.018,-0.135,0.064,0.151,-0.005,0.011,-1.007,1013.17,1013.25,8.36,0,RIDING,
4291,85.800,-0.063,0.054,0.073,0.110,-0.010,-0.016,-0.019,0.027,-0.007,-0.006,-1.001,1013.22,1013.25,8.93,0,RIDING,
4292,85.820,0.064,-0.097,-0.016,0.118,-0.050,-0.009,0.090,0.104,-0.010,-0.011,-0.994,1013.21,1013.25,8.33,0,RIDING,
4293,85.840,0.040,-0.082,0.016,0.093,0.017,-0.006,-0.092,0.094,-0.008,-0.007,-1.007,1013.19,1013.25,8.20,0,RIDING,
4294,85.860,0.030,-0.057,0.029,0.070,-0.003,0.027,-0.067,0.072,-0.011,-0.027,-1.003,1013.28,1013.25,8.92,0,RIDING,
4295,85.880,-0.028,-0.043,-0.019,0.055,0.004,-0.031,0.050,0.059,0.007,0.014,-0.992,1013.31,1013.25,8.92,0,RIDING,
4296,85.900,0.029,-0.008,-0.001,0.030,0.019,0.063,-0.039,0.076,0.013,0.028,-0.993,1013.28,1013.25,8.15,0,RIDING,
4297,85.920,-0.037,0.041,0.001,0.055,-0.015,-0.020,-0.028,0.038,0.008,0.001,-0.976,1013.26,1013.25,8.09,0,RIDING,
4298,85.940,-0.047,-0.016,-0.016,0.052,0.085,0.056,0.037,0.109,0.003,-0.004,-0.998,1013.26,1013.25,8.74,0,RIDING,
4299,85.960,-0.172,0.046,0.116,0.213,0.061,-0.001,0.026,0.066,0.011,0.008,-1.018,1013.22,1013.25,8.62,0,RIDING,
4300,85.980,0.065,-0.061,-0.042,0.099,-0.105,0.032,0.011,0.111,-0.007,0.010,-1.007,1013.18,1013.25,8.03,0,RIDING,
4301,86.000,0.272,0.082,-0.077,0.295,-0.023,0.049,-0.076,0.094,0.011,0.004,-0.990,1013.30,1013.25,8.64,0,RIDING,
4302,86.020,-0.041,0.075,0.013,0.087,0.026,0.022,-0.074,0.081,0.011,0.004,-0.999,1013.30,1013.25,8.50,0,RIDING,
4303,86.040,0.102,-0.098,-0.102,0.174,0.073,-0.051,-0.026,0.093,0.003,0.005,-1.008,1013.29,1013.25,8.95,0,RIDING,
4304,86.060,0.173,-0.106,0.013,0.204,0.031,0.074,0.023,0.084,0.007,0.003,-0.986,1013.24,1013.25,8.05,0,RIDING,
4305,86.080,-0.061,0.068,-0.020,0.094,-0.012,0.007,0.043,0.045,-0.004,-0.006,-0.989,1013.15,1013.25,8.53,0,RIDING,
4306,86.100,0.018,0.070,-0.061,0.094,0.022,-0.061,0.027,0.071,0.010,-0.005,-0.995,1013.39,1013.25,8.78,0,RIDING,
4307,86.120,-0.090,-0.058,0.128,0.167,0.038,-0.037,-0.004,0.053,-0.016,0.001,-0.996,1013.17,1013.25,8.28,0,RIDING,
4308,86.140,0.021,-0.035,0.176,0.181,0.050,0.009,0.051,0.072,0.014,-0.018,-0.987,1013.19,1013.25,8.77,0,RIDING,
4309,86.160,0.025,-0.084,-0.102,0.134,-0.010,0.067,0.061,0.091,0.002,0.002,-1.003,1013.21,1013.25,8.39,0,RIDING,
4310,86.180,-0.190,0.171,0.015,0.256,-0.008,-0.054,0.002,0.055,-0.005,-0.010,-1.002,1013.19,1013.25,8.67,0,RIDING,
4311,86.200,-0.077,-0.021,0.026,0.084,-0.002,0.120,0.060,0.134,0.000,-0.007,-0.997,1013.39,1013.25,8.94,0,RIDING,
4312,86.220,-0.003,-0.123,-0.028,0.126,0.048,0.055,0.042,0.084,0.005,0.007,-1.007,1013.30,1013.25,8.25,0,RIDING,
4313,86.240,0.039,0.068,-0.221,0.234,0.034,0.012,0.061,0.071,0.002,-0.004,-0.992,1013.29,1013.25,8.90,0,RIDING,
4314,86.260,0.023,0.134,-0.116,0.179,-0.057,-0.070,0.020,0.092,0.012,-0.016,-1.002,1013.26,1013.25,8.63,0,RIDING,
4315,86.280,-0.167,-0.050,-0.092,0.197,-0.044,-0.029,-0.061,0.081,0.001,0.022,-0.992,1013.24,1013.25,9.01,0,RIDING,
4316,86.300,0.132,-0.076,0.223,0.270,-0.007,-0.003,-0.028,0.029,0.002,0.003,-1.009,1013.30,1013.25,9.19,0,RIDING,
4317,86.320,-0.016,-0.006,0.060,0.063,0.027,0.003,0.009,0.028,-0.003,-0.001,-1.004,1013.24,1013.25,8.56,0,RIDING,
4318,86.340,-0.001,-0.111,0.104,0.152,0.058,-0.081,0.056,0.114,0.002,0.004,-0.995,1013.25,1013.25,8.09,0,RIDING,
4319,86.360,0.020,-0.098,0.089,0.134,0.016,-0.079,-0.024,0.085,-0.006,-0.001,-0.991,1013.25,1013.25,8.73,0,RIDING,
4320,86.380,0.013,-0.004,-0.062,0.064,-0.032,0.045,0.004,0.055,-0.008,-0.006,-0.990,1013.22,1013.25,8.51,0,RIDING,
4321,86.400,-0.006,-0.032,-0.039,0.051,-0.004,-0.043,-0.085,0.095,0.000,0.009,-0.988,1013.21,1013.25,8.84,0,RIDING,
4322,86.420,0.160,0.058,-0.099,0.197,-0.031,-0.001,0.027,0.041,0.004,0.002,-1.006,1013.21,1013.25,8.50,0,RIDING,
4323,86.440,-0.151,0.079,-0.002,0.170,0.002,0.056,0.029,0.063,0.006,0.001,-1.000,1013.22,1013.25,8.23,0,RIDING,
4324,86.460,0.041,0.021,-0.026,0.053,0.050,0.017,0.018,0.056,0.006,0.007,-0.988,1013.22,1013.25,7.77,0,RIDING,
4325,86.480,0.070,0.090,-0.103,0.153,-0.039,-0.002,0.046,0.060,-0.003,-0.017,-1.008,1013.26,1013.25,8.46,0,RIDING,
4326,86.500,0.047,-0.029,0.057,0.079,-0.067,-0.076,0.088,0.135,-0.008,-0.014,-0.988,1013.29,1013.25,8.83,0,RIDING,
4327,86.520,0.027,0.054,0.019,0.064,-0.017,0.033,0.101,0.107,-0.006,0.010,-1.002,1013.21,1013.25,8.26,0,RIDING,
4328,86.540,-0.011,-0.023,0.038,0.046,0.022,-0.028,0.012,0.038,0.005,0.000,-1.000,1013.32,1013.25,8.85,0,RIDING,
4329,86.560,0.103,0.018,-0.025,0.107,0.028,0.048,0.021,0.059,0.000,0.004,-1.005,1013.29,1013.25,8.12,0,RIDING,
4330,86.580,0.004,0.032,0.200,0.202,-0.041,-0.010,-0.059,0.073,0.003,0.002,-0.991,1013.27,1013.25,8.41,0,RIDING,
4331,86.600,-0.149,-0.015,0.058,0.161,0.059,0.040,-0.048,0.086,-0.018,0.001,-1.019,1013.32,1013.25,8.20,0,RIDING,
4332,86.620,0.027,-0.003,0.107,0.110,0.036,-0.039,-0.031,0.062,-0.010,-0.004,-1.007,1013.20,1013.25,8.62,0,RIDING,
4333,86.640,-0.122,0.016,0.055,0.135,0.050,0.024,0.018,0.059,0.009,-0.004,-1.023,1013.12,1013.25,8.69,0,RIDING,
4334,86.660,-0.031,-0.100,0.160,0.191,0.069,0.002,-0.042,0.081,-0.002,0.004,-1.011,1013.37,1013.25,8.07,0,RIDING,
4335,86.680,0.103,0.117,-0.025,0.158,-0.046,0.001,0.010,0.047,0.003,-0.011,-1.002,1013.33,1013.25,8.42,0,RIDING,
4336,86.700,0.016,0.063,0.069,0.095,-0.024,0.019,0.065,0.072,-0.003,0.033,-0.990,1013.26,1013.25,8.40,0,RIDING,
4337,86.720,0.019,0.077,-0.046,0.091,-0.015,0.025,0.021,0.036,0.005,0.012,-1.012,1013.26,1013.25,8.55,0,RIDING,
4338,86.740,0.002,-0.056,-0.053,0.077,-0.016,0.032,-0.014,0.039,-0.002,-0.002,-0.985,1013.28,1013.25,8.47,0,RIDING,
4339,86.760,-0.103,-0.021,-0.092,0.140,-0.051,0.142,-0.071,0.166,0.006,0.007,-0.996,1013.26,1013.25,8.43,0,RIDING,
4340,86.780,0.144,0.056,-0.018,0.156,-0.010,0.010,-0.043,0.045,0.003,0.002,-1.003,1013.26,1013.25,8.81,0,RIDING,
4341,86.800,0.104,0.213,-0.207,0.315,0.067,0.141,-0.013,0.157,-0.012,-0.004,-1.023,1013.31,1013.25,8.70,0,RIDING,
4342,86.820,0.041,0.086,-0.038,0.102,-0.026,0.016,0.026,0.040,0.018,-0.007,-1.003,1013.24,1013.25,7.99,0,RIDING,
4343,86.840,-0.113,0.180,-0.043,0.217,0.079,-0.049,-0.020,0.095,0.006,-0.022,-0.988,1013.22,1013.25,8.24,0,RIDING,
4344,86.860,0.165,-0.040,0.068,0.183,-0.025,0.017,0.022,0.038,0.003,0.006,-1.001,1013.27,1013.25,8.70,0,RIDING,
4345,86.880,-0.008,0.022,-0.122,0.124,0.087,0.012,0.017,0.089,-0.011,-0.012,-0.992,1013.12,1013.25,8.98,0,RIDING,
4346,86.900,-0.066,0.019,0.025,0.073,0.029,-0.112,0.007,0.116,0.003,-0.005,-1.017,1013.28,1013.25,8.60,0,RIDING,
4347,86.920,-0.092,-0.247,0.095,0.280,-0.022,0.008,0.004,0.024,-0.016,0.013,-1.007,1013.24,1013.25,8.40,0,RIDING,
4348,86.940,-0.041,-0.045,-0.047,0.077,0.020,-0.041,-0.060,0.076,-0.005,0.020,-1.002,1013.24,1013.25,8.73,0,RIDING,
4349,86.960,0.058,0.047,-0.060,0.096,-0.064,-0.042,0.007,0.077,0.012,-0.007,-0.999,1013.33,1013.25,7.93,0,RIDING,
4350,86.980,-0.116,-0.115,-0.016,0.165,0.088,0.040,0.075,0.122,0.009,-0.012,-1.002,1013.17,1013.25,8.31,0,RIDING,
4351,87.000,-0.205,0.081,0.056,0.228,0.001,0.000,-0.063,0.063,0.005,-0.006,-1.010,1013.20,1013.25,7.84,0,RIDING,
4352,87.020,0.057,0.042,-0.016,0.073,0.078,-0.010,0.020,0.081,0.016,0.011,-1.003,1013.33,1013.25,8.54,0,RIDING,
4353,87.040,0.071,0.014,0.002,0.073,0.002,0.035,0.013,0.037,0.003,-0.020,-1.007,1013.23,1013.25,8.49,0,RIDING,
4354,87.060,-0.056,0.024,-0.041,0.073,0.068,-0.058,0.024,0.093,0.014,-0.010,-1.023,1013.23,1013.25,8.64,0,RIDING,
4355,87.080,-0.034,-0.118,0.014,0.123,0.035,-0.063,0.005,0.072,0.006,-0.001,-0.993,1013.19,1013.25,8.76,0,RIDING,
4356,87.100,-0.066,-0.072,-0.038,0.104,0.048,0.036,0.036,0.070,0.004,-0.001,-1.002,1013.29,1013.25,8.28,0,RIDING,
4357,87.120,-0.102,0.036,-0.058,0.123,-0.009,-0.081,0.085,0.117,-0.001,0.001,-0.986,1013.22,1013.25,8.64,0,RIDING,
4358,87.140,-0.095,0.048,0.004,0.107,-0.035,-0.008,0.053,0.064,-0.008,0.002,-1.011,1013.24,1013.25,8.50,0,RIDING,
4359,87.160,-0.213,0.073,0.074,0.237,-0.024,-0.077,0.043,0.092,-0.005,0.003,-0.985,1013.23,1013.25,8.21,0,RIDING,
4360,87.180,0.118,0.058,0.074,0.151,-0.002,0.023,0.017,0.029,0.010,-0.020,-1.000,1013.31,1013.25,8.13,0,RIDING,
4361,87.200,0.063,0.015,0.060,0.088,-0.028,-0.073,-0.003,0.078,0.006,0.008,-1.007,1013.29,1013.25,8.27,0,RIDING,
4362,87.220,-0.223,-0.056,0.049,0.235,-0.017,-0.043,0.023,0.052,0.013,-0.008,-1.012,1013.33,1013.25,8.24,0,RIDING,
4363,87.240,-0.025,-0.012,0.064,0.070,0.013,-0.004,0.090,0.091,0.005,0.007,-1.000,1013.20,1013.25,8.64,0,RIDING,
4364,87.260,-0.105,-0.097,-0.070,0.159,0.019,-0.008,-0.035,0.041,0.022,0.013,-1.002,1013.23,1013.25,7.97,0,RIDING,
4365,87.280,-0.026,0.106,0.022,0.111,-0.019,0.002,0.022,0.029,0.007,0.006,-1.020,1013.31,1013.25,8.35,0,RIDING,
4366,87.300,0.031,0.000,0.009,0.032,-0.004,0.082,-0.023,0.085,-0.008,-0.009,-1.020,1013.30,1013.25,8.56,0,RIDING,
4367,87.320,-0.052,0.137,0.023,0.148,-0.055,0.007,0.021,0.060,0.007,0.001,-0.993,1013.25,1013.25,7.93,0,RIDING,
4368,87.340,-0.054,-0.077,-0.140,0.169,0.010,0.070,-0.004,0.070,-0.010,0.007,-1.009,1013.32,1013.25,8.43,0,RIDING,
4369,87.360,0.075,0.089,0.044,0.124,-0.040,-0.092,0.058,0.116,-0.013,0.003,-0.998,1013.21,1013.25,8.42,0,RIDING,
4370,87.380,-0.003,-0.182,-0.036,0.185,0.047,-0.110,-0.039,0.125,-0.008,0.005,-1.003,1013.35,1013.25,8.65,0,RIDING,
4371,87.400,0.029,0.045,0.100,0.113,0.006,-0.047,0.028,0.055,-0.004,-0.013,-1.000,1013.21,1013.25,8.63,0,RIDING,
4372,87.420,0.042,-0.018,-0.108,0.118,0.052,0.017,-0.136,0.147,-0.001,-0.007,-0.997,1013.28,1013.25,8.62,0,RIDING,
4373,87.440,0.130,-0.068,0.116,0.187,0.071,-0.007,-0.084,0.110,-0.008,0.001,-1.006,1013.26,1013.25,8.03,0,RIDING,
4374,87.460,-0.037,0.064,-0.036,0.082,0.090,-0.063,-0.019,0.111,0.011,-0.011,-0.995,1013.21,1013.25,8.48,0,RIDING,
4375,87.480,-0.100,0.035,0.022,0.108,0.022,-0.022,0.098,0.103,0.014,0.002,-0.993,1013.25,1013.25,8.69,0,RIDING,
4376,87.500,-0.003,-0.046,-0.087,0.098,-0.036,0.028,-0.083,0.095,-0.002,-0.016,-1.016,1013.28,1013.25,8.55,0,RIDING,
4377,87.520,0.043,0.026,-0.039,0.063,-0.015,0.100,0.001,0.101,0.020,0.007,-0.992,1013.18,1013.25,8.64,0,RIDING,
4378,87.540,0.097,0.046,0.021,0.109,-0.043,0.073,0.031,0.090,0.003,-0.002,-0.997,1013.30,1013.25,8.63,0,RIDING,
4379,87.560,0.087,0.032,0.035,0.099,-0.016,-0.000,0.097,0.098,0.007,0.003,-1.007,1013.27,1013.25,8.95,0,RIDING,
4380,87.580,-0.026,-0.009,0.002,0.028,0.149,0.067,0.008,0.163,-0.001,0.002,-0.967,1013.28,1013.25,8.24,0,RIDING,
4381,87.600,-0.083,0.062,0.060,0.120,0.034,-0.044,0.006,0.056,0.002,0.003,-0.996,1013.29,1013.25,8.60,0,RIDING,
4382,87.620,-0.063,0.091,0.008,0.111,0.037,0.063,-0.020,0.076,0.004,0.002,-0.989,1013.25,1013.25,8.81,0,RIDING,
4383,87.640,-0.079,-0.015,-0.004,0.080,0.001,-0.034,-0.027,0.044,0.010,0.013,-1.009,1013.26,1013.25,8.54,0,RIDING,
4384,87.660,-0.013,0.029,-0.005,0.032,0.009,-0.052,0.051,0.073,0.018,-0.006,-0.989,1013.22,1013.25,8.58,0,RIDING,
4385,87.680,-0.022,0.060,0.203,0.213,-0.011,0.040,-0.057,0.071,-0.011,0.015,-1.017,1013.25,1013.25,7.78,0,RIDING,
4386,87.700,-0.022,-0.002,0.038,0.044,-0.074,0.001,0.050,0.089,0.019,0.004,-0.992,1013.21,1013.25,8.64,0,RIDING,
4387,87.720,-0.143,-0.068,-0.085,0.180,-0.022,-0.011,0.022,0.033,-0.010,0.003,-0.993,1013.19,1013.25,8.26,0,RIDING,
4388,87.740,-0.113,0.095,-0.063,0.161,-0.052,0.002,-0.107,0.119,0.006,-0.005,-0.984,1013.21,1013.25,8.68,0,RIDING,
4389,87.760,0.007,-0.020,-0.073,0.076,0.061,0.091,0.042,0.117,0.014,0.012,-0.988,1013.18,1013.25,8.47,0,RIDING,
4390,87.780,0.073,0.101,0.043,0.131,0.021,0.022,0.003,0.030,0.002,-0.006,-0.997,1013.26,1013.25,8.61,0,RIDING,
4391,87.800,0.105,0.108,0.009,0.151,0.092,-0.006,0.072,0.117,0.004,0.021,-1.004,1013.18,1013.25,8.47,0,RIDING,
4392,87.820,-0.046,-0.172,0.078,0.195,0.044,0.060,0.105,0.129,-0.003,-0.015,-0.998,1013.28,1013.25,8.55,0,RIDING,
4393,87.840,-0.026,0.051,0.132,0.144,-0.027,0.024,-0.011,0.038,0.008,-0.000,-0.991,1013.26,1013.25,8.38,0,RIDING,
4394,87.860,-0.056,-0.076,-0.088,0.129,0.039,-0.121,0.061,0.141,0.000,0.002,-0.995,1013.22,1013.25,8.55,0,RIDING,
4395,87.880,-0.035,0.069,-0.043,0.089,-0.066,0.015,0.038,0.078,0.018,-0.007,-1.011,1013.26,1013.25,8.92,0,RIDING,
4396,87.900,0.033,0.015,0.022,0.043,-0.029,-0.045,-0.039,0.066,-0.002,0.015,-0.988,1013.25,1013.25,7.64,0,RIDING,
4397,87.920,0.007,0.079,-0.073,0.108,0.027,-0.066,-0.074,0.103,-0.010,-0.011,-1.016,1013.24,1013.25,8.38,0,RIDING,
4398,87.940,0.064,0.068,0.081,0.123,-0.022,0.061,-0.031,0.071,0.023,0.024,-1.000,1013.21,1013.25,8.82,0,RIDING,
4399,87.960,-0.083,0.137,0.108,0.193,0.010,-0.032,0.089,0.095,0.005,-0.005,-0.988,1013.28,1013.25,8.03,0,RIDING,
4400,87.980,0.002,-0.124,-0.072,0.144,-0.088,-0.011,-0.044,0.099,0.002,-0.026,-0.989,1013.31,1013.25,9.07,0,RIDING,
4401,88.000,0.054,0.165,-0.004,0.173,-0.030,-0.014,-0.009,0.035,-0.012,-0.001,-0.992,1013.18,1013.25,8.42,0,RIDING,
4402,88.020,0.111,-0.115,0.107,0.192,-0.053,0.030,-0.103,0.120,0.003,-0.009,-1.007,1013.35,1013.25,8.58,0,RIDING,
4403,88.040,-0.164,0.139,0.012,0.215,-0.068,-0.041,-0.069,0.105,0.005,0.015,-1.011,1013.27,1013.25,8.40,0,RIDING,
4404,88.060,-0.061,-0.091,-0.073,0.132,-0.041,0.030,0.039,0.064,0.008,0.006,-1.015,1013.18,1013.25,8.67,0,RIDING,
4405,88.080,0.051,-0.031,0.079,0.099,0.006,0.038,0.004,0.038,-0.005,0.015,-0.994,1013.18,1013.25,8.62,0,RIDING,
4406,88.100,0.040,0.036,-0.041,0.068,-0.036,0.063,0.056,0.092,0.001,-0.006,-1.000,1013.29,1013.25,8.73,0,RIDING,
4407,88.120,0.069,0.023,-0.007,0.073,0.035,-0.028,-0.019,0.049,0.009,-0.006,-0.992,1013.19,1013.25,8.32,0,RIDING,
4408,88.140,0.057,-0.076,-0.074,0.121,0.012,0.012,0.051,0.054,0.005,0.017,-0.981,1013.24,1013.25,8.50,0,RIDING,
4409,88.160,-0.002,-0.202,-0.023,0.204,-0.030,0.025,-0.040,0.056,-0.009,-0.006,-1.009,1013.25,1013.25,8.50,0,RIDING,
4410,88.180,-0.239,0.010,0.022,0.241,0.072,-0.080,-0.143,0.179,-0.005,-0.005,-0.981,1013.25,1013.25,8.24,0,RIDING,
4411,88.200,0.094,-0.020,-0.014,0.097,-0.011,0.060,0.015,0.062,-0.009,0.020,-1.002,1013.24,1013.25,9.07,0,RIDING,
